Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 153,Lead Generator,Engineering,Colombia,,2024-08-09 13:31:39,Sourced,,Uploaded,UploadedCandidate,,,Design at Ada ITW (Apr 2023 to Jul 2023)  | Bachelor Diseño Y Comunicación Visual at University of Palermo (Aug 2021 to Aug 2025),Business Development Executive at Cabify (Jan 2024 to Jun 2024)  | Business Development Specialist at Nexla (Oct 2023 to Jan 2024)  | Sales Development Representative at Sellerate ™ (Oct 2023 to Jun 2024)  | Data Enrichment Specialist at Sellerate ™ (Sep 2023 to Oct 2023)  | Data Operations at TRM Labs (Jun 2022 to Oct 2023)  | Data Operations at Sellerate ™ (Jun 2022 to Aug 2023)  | Customer Business Specialist at Delgado’s Confectionery (Dec 2019 to May 2022)  | Business Specialist at bazar (Jul 2019 to Nov 2019),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 154,Lead Generator,Engineering,Colombia,,2024-08-09 13:31:39,Sourced,,Uploaded,UploadedCandidate,,,,Growth Specialist at Beehive AI (Jan 2024 to N/A)  | Sales Development Representative at SDRmax (Dec 2023 to Jan 2024)  | Customer Success Representative at APS Resources International (Apr 2023 to Dec 2023)  | Sales Development Representative at Dreams Intercâmbios (Jul 2022 to Apr 2023)  | Vendedora at FARM Rio (Dec 2020 to Feb 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 155,Lead Generator,Engineering,Colombia,,2024-08-09 13:31:38,Sourced,,Uploaded,UploadedCandidate,,,Medicine and Sales at National University of Córdoba (Apr 2017 to Apr 2019)  | Bachelor'S Ciencias Naturales at José Manuel estrada (N/A to N/A),Business Development Executive at Kenility (May 2024 to N/A)  | Sales Development Representative at Solvo Global (May 2023 to May 2024)  | Telefonista at Nona Bettina (Oct 2021 to Feb 2022)  | Operario at Cerramientos y estructuras (Nov 2019 to Aug 2020)  | Call Center at medical salud (Mar 2019 to May 2019)  | Encargado De Depósito at Distribuidora bicentenario (Nov 2017 to Sep 2018),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 156,Lead Generator,Engineering,Colombia,,2024-08-09 13:31:38,Sourced,,Uploaded,UploadedCandidate,,,Master Business and Innovation at EADA Business School (Oct 2022 to Jun 2023)  | Bachelor International Business at Monterrey Institute of Technology and Higher Education (Aug 2019 to Dec 2023),Sales Development Representative Latam at Check Point Software Technologies (Jul 2023 to N/A)  | Sustainability Advisor at Tennders (Jan 2023 to Jun 2023)  | Insurance Sales Agent at Jiro y Asociados Agente de Seguros y Fianzas (Jun 2019 to Jul 2023),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 157,QA Engineer - Manual,Engineering,Chile,,2024-08-09 12:51:28,Applied,,linkedin.com free,ManualCandidate,,,"Tester Manual, Qa Manual at QA Positives (Jan 2024 to Jan 2024)  |  Estudiante, Ingeniería Informática at Central University of Venezuela (Sep 2016 to May 2018)",Tester at Proyecto Personal (Jan 2024 to N/A),Quality Assurance|Microsoft PowerPoint,Yes,2024-08-12 10:59:08,,,,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",5,"Do you have any certifications? If so, please share the names.",Fundamentos de scrum,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 158,QA Engineer - Manual,Engineering,Chile,,2024-08-09 12:45:20,Applied,,linkedin.com free,ManualCandidate,,,Master Profesional at Santiago de Chile (May 2021 to Jul 2021)  |  Informatics at Universidad Tecnológica de Chile INACAP (Mar 2011 to Dec 2013)  |   at Santiago de Chile (Mar 2007 to Dec 2009),Quality Assurance Engineer at Santiago de Chile (Apr 2022 to N/A)  | Quality Assurance Engineer at Automatizador (Apr 2019 to Apr 2022)  | Quality Assurance Engineer at Santiago de Chile (Jun 2018 to Mar 2019)  | Quality Assurance Engineer at Santiago de Chile (Aug 2016 to Apr 2018)  | Support Engineer at Santiago de chile (Apr 2013 to Apr 2016)  | Programmer Analyst at CertiProf (N/A to N/A)  | Quality Assurance Engineer at QA-Nova (N/A to N/A),JavaScript,Yes,2024-08-12 11:19:26,,,,How many years of experience do you have as a QA Manual Engineer?,13,"Have you ever worked in a start-up environment? If so, how was your experience?",Si,"Do you have any certifications? If so, please share the names.",Si,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 159,QA Engineer - Manual,Engineering,Chile,,2024-08-09 12:34:51,Applied,,linkedin.com free,ManualCandidate,,,,Quality Assurance Analyst at TCIT (Feb 2023 to Jan 2024)  | Quality Assurance Analyst at ACL (Sep 2022 to Feb 2023)  | Ingeniería En Informática at DUOC UC (Jan 2018 to Dec 2022),,Yes,2024-08-12 11:19:42,,,,How many years of experience do you have as a QA Manual Engineer?,2,"Have you ever worked in a start-up environment? If so, how was your experience?",It was really good and was able to really care about my companions. Besides i was able to contribute to the growth of the quality area by documentating on confluence.,"Do you have any certifications? If so, please share the names.","Scrum master 
Scrum foundations 
English level 
Accredited software testing fundamentals",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 160,Lead Generator,Engineering,Colombia,,2024-08-09 12:21:37,Applied,,linkedin.com free,ManualCandidate,,,"Curso Intensivo De Tele Ventas Y Cobranzas at Colegio Los Nogales (Aug 2020 to Sep 2020)  |  Curso Intensivo De Neuro Ventas at Corporacion Educativa del Prado (Apr 2020 to May 2020)  |  Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras, Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras at Servicio Nacional de Aprendizaje (SENA) (Mar 2013 to Nov 2013)  |  Profesional En Administración De Negocios Y Finanzas Internacionales., Profesional En Administración De Negocios Y Finanzas Internacionales at Remington College (Jan 2012 to Dec 2016)  | Bachillerato  at Lasallian educational institutions (Jan 2004 to Dec 2009)",Inside Sales Representative at iFood (Nov 2020 to Mar 2022)  | Gestor De Ventas Y Servicios at Velbet Agencia de Seguros (Aug 2017 to Feb 2019)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Mar 2016 to Apr 2017)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Jan 2015 to Mar 2016)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Dec 2013 to Dec 2014),Business-to-Business (B2B)|Sales Processes,Yes,2024-08-12 14:25:52,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",9,Please describe your experience as lead generator or sales development representative.,Curriculum,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,9,,
Candidate 161,QA Engineer - Manual,Engineering,Chile,,2024-08-09 12:18:28,Applied,,linkedin.com free,ManualCandidate,,,"Master Full Stack Developer at Fullstack Academy (Dec 2021 to Apr 2022)  | Master Education at Andrés Bello National University (Mar 2019 to Mar 2021)  |  Design at Andrés Bello National University (Mar 2016 to Dec 2016)  |  English and Portuguese at University of Santiago, Chile (Mar 2009 to Dec 2013)",Tester at Smartraining (May 2023 to Apr 2024)  | Developer at Incubadora de Desafio Latam (Sep 2022 to Dec 2023)  | Tester at Kimche (Jun 2022 to May 2023)  | Tester at Lionbridge Technologies (May 2015 to Mar 2022),JavaScript|React.js,Yes,2024-08-12 11:19:56,,,,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, I worked for 2 startups before and it was a great experiencia so far. I like how startups still treate their employees like people","Do you have any certifications? If so, please share the names.",I don't have certifications yet,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 162,QA Engineer - Manual,Engineering,Chile,,2024-08-09 12:17:04,Applied,,linkedin.com free,ManualCandidate,,,Diploma En Gestion Agil De Proyectos at Intituto Profesional Aiep (N/A to Dec 2012),Analista Qa at METODOLOGÍA ÁGIL (Feb 2022 to Jan 2024)  | Banco Internacional at  (Sep 2014 to Aug 2019)  | Analista Qa at  (Feb 2013 to Sep 2014)  | Analista Qa at RED GLOBAL (Jul 2012 to Oct 2012),Quality Assurance,Yes,2024-08-12 11:20:06,,,,How many years of experience do you have as a QA Manual Engineer?,12,"Have you ever worked in a start-up environment? If so, how was your experience?",2,"Do you have any certifications? If so, please share the names.","istqb, Scrum Fundamental",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 163,Lead Generator,Engineering,Colombia,,2024-08-09 11:49:18,Sourcer Screening,applied,linkedin.com free,ManualCandidate,,,Bachiller Académico Social at Colegio Maria Auxiliadora de Chía (N/A to Dec 2008),Account Manager at The Knot Worldwide (Jun 2023 to Jun 2024)  | Consultora Comercial at BAG (Feb 2022 to Dec 2022)  | Ejecutiva De Cuentas Corporativas at MPS MAYORISTA DE COLOMBIA (Sep 2018 to Mar 2019),,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",7,Please describe your experience as lead generator or sales development representative.,"I have implemented effective strategies to identify and qualify prospects, utilizing tools like Dynamics AX to manage the database. I developed multi-channel campaigns, collaborated closely with sales and marketing teams, and maintained a consultative approach to offer tailored solutions that maximize client value and optimize the sales pipeline. My ability to analyze data and adjust strategies has continuously improved lead generation performance.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,2,,
Candidate 164,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,Industrial Engineering and Engineering at Islamic University of Indonesia (Jul 2024 to Jul 2027)  | High School Diploma Business Administration and Management at Universidad Autónoma de la Ciudad de México (Jan 2016 to Dec 2019),Sales Executive at The Call Gurus (Feb 2024 to N/A)  | Business Development Associate at Allied Logistics Partners (Sep 2023 to Apr 2024)  | Business Development Representative at Allied Logistics Partners (Mar 2021 to Sep 2023),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 165,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,"Ciclo Formativo De Grado Superior, Ciencia De Datos at DEV.F (Jan 2023 to Aug 2024)  | Diploma Matemáticas Y Estadística at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2019)  |  Biología, Biología Molecular at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2022)",Bdr at CloudKitchens (Oct 2021 to Oct 2023)  | Bdr at Lamudi México (Feb 2021 to Feb 2022)  | Bdr at DoctoraliaMX (Aug 2018 to Jul 2020)  | Product Expert Kielh at L'Oréal (Apr 2017 to Nov 2017),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 166,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,"Administracion Internacional De Empresas De La Hospitalidad, Administración/ Gestión Hotelera at Universidad del Valle de México (Jan 2015 to Jan 2019)",Senior Lead at WeWork LATAM (May 2024 to N/A)  | Sales Development Senior Associate at WeWork LATAM (Oct 2022 to May 2024)  | Customer Care Coordinator at EF Education First (Apr 2021 to Mar 2022)  | Front Desk Receptionist at Central Hoteles (Mar 2020 to Jun 2020)  | Human Resources Trainee at Rosewood Mayakoba (Jul 2018 to Jan 2019)  | Front Desk Associate at Regus (Jun 2016 to Nov 2016),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 167,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,"Administracion De Empresas, Administracion De Empresas at Saint Thomas Aquinas University (Jan 2020 to Jan 2024)  |  Business at Makers Fellowship (N/A to Jan 2023)",Lead Generation Analyst at Listopro (Dec 2022 to N/A)  | Sales Development Representative at Linked Ai (Jun 2022 to Jun 2023)  | Customer Pathfinder at La Haus (Aug 2021 to May 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 168,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,Tsu Radiocomunicaciones Aeronáuticas at Inter-University Centre for Astronomy and Astrophysics (Mar 2018 to Aug 2021),"Appointment Setter at American Income Life Insurance (Mar 2024 to N/A)  | Lead Generation Specialist at Premier Mortgage Consultants Of SWFL, Inc NMLS:388211 (Oct 2023 to Jun 2024)  | Virtual Assistant at Metamax (May 2023 to Oct 2023)  | Call Center Representative at Access Salud, C.A. (May 2022 to May 2023)",,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 169,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,Negocios Internacionales/Comercio Internacional at Universidad Anáhuac México Norte (Jan 2017 to Jan 2021),Head of International Business at Snap It Go (Apr 2023 to Apr 2024)  | Demand Generation Specialist at Slashdot Media (Oct 2022 to Apr 2023)  | Marketing Manager at HalloSophia (Jun 2021 to Sep 2022)  | Interpreter at LanguageLine Solutions (Dec 2019 to May 2021),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 170,Lead Generator,Engineering,Colombia,,2024-08-09 11:11:33,Sourced,,Uploaded,UploadedCandidate,,,Licenciatura Marketing at Universidad de Guanajuato (Apr 2021 to Sep 2024),Hunter at Rappi (Mar 2022 to May 2022)  | Hunter at Rappi (Mar 2022 to Mar 2024)  | Asesor Automotriz at Renault (Feb 2021 to Feb 2022)  | Supervisor De Operaciones at Walmart de México y Centroamérica (Mar 2020 to Jan 2021)  | Key Account Manager at Piña Colada Agency (Mar 2017 to Jan 2019),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 171,Mid Email Marketing Specialist,Marketing,Uruguay,,2024-08-09 9:56:16,Applied,,linkedin.com free,ManualCandidate,,marketing|Design,,Senior Email Marketing Specialist at The Global Assist (Mar 2023 to N/A)  | Campaign Specialist at Wunderman Thompson (Sep 2022 to Feb 2023)  | Deployment Specialist at Cheetah Digital (Oct 2019 to Oct 2021)  | Customer Service Representative at Dialog Direct (May 2019 to Aug 2019)  | Customer Service Representative at Teleperformance (Jul 2017 to Apr 2018),Audience Segmentation,Yes,2024-08-12 17:31:38,Rejected candidate,Job no longer receiving applications,,Do you have at least 3+ years of experience in Copywriting?,TRUE,Have you worked with Klaviyo?,TRUE,Have you worked within the nutrition industry?,FALSE,Describe your email marketing experience and tasks involved,Please go through my resume,"From 1 to 10, how do you consider your email campaign skills?",10,Have you worked with Klaviyo? Have you used Shopify for B2C?,,Are you located in Latin America?,TRUE
Candidate 172,Lead Generator,Engineering,Colombia,Lead Generator,2024-08-09 5:04:17,Applied,,unknown,ManualCandidate,,,Higher National Diploma  at ETH Zurich (Jul 2019 to May 2022)  | Bachelor Office Technology and Management at ETH Zurich (Jul 2016 to Aug 2018),Virtual Assistant at Jaad Logistics (Mar 2019 to N/A)  | Administrative Assistant at Chris Abugo & Co (Aug 2018 to Jul 2019)  | Administrative Assistant at Nwokolo & C (Feb 2017 to Jun 2017),,Yes,2024-08-09 5:04:20,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,"I use lead generation for prospecting, Lead Qualification, Outreach, Relationship Building, CRM and others","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,FALSE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,3,,
Candidate 173,Lead Generator,Engineering,Colombia,,2024-08-09 4:34:51,Client/Manager Interview,applied,linkedin.com free,ManualCandidate,,,,Sales Development Representative at - SMELTER.AI (Jan 2023 to Apr 2024)  | Sales Development Representative at CALLBOX (Jan 2023 to N/A)  | Receptionist at IBIS STYLES BOTAFOGO HOTEL (Jan 2022 to May 2022)  | Realtor at RELIANCE FUND (Jan 2022 to Oct 2022)  | Bilingual Consultant at HURB TRAVEL (Jan 2020 to Nov 2021)  | Receptionist at MERCURE ARPOADOR HOTEL (Jan 2020 to Apr 2020)  | Receptionist at ROYALTY COPACABANA HOTEL (Jun 2018 to Oct 2019)  | Receptionist at  (May 2017 to Apr 2018)  | Chief at Bellboy and Bellboy (Apr 2016 to May 2017),Sales|English|Oral Communication|Interpersonal Skills|Lead Qualification|Business-to-Business (B2B)|Sales Processes,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",9,Please describe your experience as lead generator or sales development representative.,"I've worked generating leads for different types of companies in different industries among them: Financing, Medical, Marketing and Banking. The job titles included managers, directors and CEOs.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,3,,
Candidate 174,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-09 3:00:47,Applied,,unknown,ManualCandidate,,Rust,Bachelor Time at University of Lagos (Aug 2001 to Apr 2008),Senior Product Designer at Africa Prudential (Feb 2023 to Apr 2024)  | Senior Product Designer at Interswitch Group (Aug 2019 to Jan 2023)  | Product Designer at Guaranty Trust Bank (Apr 2015 to Jul 2019)  | Ui Designer at INITS (Mar 2015 to Nov 2018),,Yes,2024-08-09 3:00:48,Rejected candidate,Doesn't have required qualifications,Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,"I have extensive experience with Golang, having used it in various projects to build scalable and efficient backend systems. My proficiency in Golang includes developing RESTful APIs, microservices, and concurrent programming. Additionally, I have a solid understanding of Rust and have utilized it for performance-critical applications, ensuring memory safety and concurrency without data races.",,,Do you have an experience in a startup environment? Tell us about your experience.,"I have significant experience in a startup environment, having worked at Africa Prudential PLC where I led the development of the Invearn mobile app. This project involved comprehensive user research and usability testing, resulting in a 60% reduction in transaction processing times and attracting 32,000 active users within the first 4 months of launch. My role required adaptability, innovation, and close collaboration with cross-functional teams to deliver impactful solutions in a fast-paced setting.",Are you located in Latin America?,FALSE
Candidate 175,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-08 22:44:10,Applied,,unknown,ManualCandidate,,,Graphic Design at College for Creative Studies (Aug 1997 to Aug 1999),Senior Product at Nerdwallet (Nov 2020 to N/A)  | Senior Product Designer at Rightpoint (Apr 2019 to Jun 2020)  | Senior Product Designer at GTB (Jun 2018 to Apr 2019)  | Senior Product Designer at Perficient Digital Ann (Mar 2014 to Mar 2018)  | Senior Product Designer at Digitas (Dec 2012 to Mar 2014),,Yes,2024-08-08 22:44:13,Rejected candidate,Doesn't have required qualifications,Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,N/A,,,Do you have an experience in a startup environment? Tell us about your experience.,"I have experience in a startup environment, having worked at Nerdwallet where I led the design of the product comparison feature.",Are you located in Latin America?,FALSE
Candidate 176,Lead Generator,Engineering,Colombia,,2024-08-08 21:17:30,Sourcer Screening,applied,linkedin.com free,ManualCandidate,,,E-Commerce  at Singularity University (Jul 2020 to Nov 2020),Marketing Manager at  (Jan 2023 to N/A)  | Marketing Manager at Boyacá Pawnshop (Oct 2019 to Jul 2022)  | Customer Service Training at E. Jiménez y Asociados (May 2019 to May 2019)  | Digital Marketing Manager at Crypto Fund (Jan 2019 to Dec 2021)  | Sales Junior at Acerías de Colombia / Acesco (Feb 2018 to Sep 2018)  | Junior Assistant at Marketing Genius Gym S ocial s kills (Jan 2017 to Jul 2017)  | Event Promoter at Corona (Jan 2017 to Jan 2018)  | Content Lead at Compraventa Boyaca (May 2016 to N/A),Microsoft PowerPoint,Yes,2024-08-20 13:42:38,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",7,Please describe your experience as lead generator or sales development representative.,I’m an actual lead generator consultant and drive lead magnet websites to boost American businesses digitally,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,6,,
Candidate 177,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,Licenciatura Psicología Industrial at Universidad Mexiquense del Bicentenario (Jan 2011 to Jan 2016),Business Development Manager at Experis México (Jun 2023 to N/A)  | Business Solutions Manager at Bedu (Mar 2022 to Jun 2023)  | Inside Sales Coordinator at Bedu (Dec 2021 to Feb 2022)  | Senior Sales Executive at Bedu (Jan 2020 to Nov 2021)  | Coordinator Sales at AMED (Jan 2016 to Dec 2019),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 178,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,"Certificate Management at University of Palermo (Buenos Aires) (Jan 2019 to Jun 2019)  | Certificate Leadership and Development at University of Palermo (Buenos Aires) (Jan 2018 to Jun 2018)  | High School Diploma  at Politecnico Mayor Andino (N/A to Dec 2015)  |  Studying, Full Stack Web Developer at soyhenry (N/A to Mar 2023)",Business Development Specialist at Lean Solutions Group (Jun 2024 to N/A)  | Lead Generation Specialist at Teleperformance (Nov 2022 to Jun 2024)  | Land Acquisition Manager at Ayala construcciones (Feb 2016 to Sep 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 179,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,,Business Development Representative at BlueGrace Logistics (Aug 2024 to N/A)  | Sales Development Representative at RocketLevel (Feb 2024 to N/A)  | Account Executive at Rapido Solutions Group (May 2023 to Feb 2024)  | Senior Sales Development Representative at Paystand (Dec 2022 to May 2023)  | Sales Development Representative at Paystand (Jun 2021 to Dec 2022)  | Lead Generation Executive at Inventive SMi (Jan 2021 to Jun 2021),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 180,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,Bachelor of Business Administration Business Administration and Management at Universidad Rafael Belloso Chacín (Jan 2010 to Jan 2015),Business Development Specialist at Embrace (Jun 2022 to Jun 2024)  | Owner at Thomson Reuters (Jun 2019 to Jun 2022)  | Sourcing Associate and Business at United Foods (Dec 2017 to Jul 2019)  | Manager at Proyecciones Bello Huerta C.A (Jan 2009 to May 2017),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
